application_id,pan_number,applicant_name,employer_name,employer_type,employment_tenure_years,gross_salary,total_deductions,declared_income,income_stability,existing_emi_total,bank_balance,bounce_count,statement_months,spending_ratio,negative_month_count,cibil_score,negative_items_count,oldest_account_years,inquiries_12m,accounts_good_standing,derogatory_marks,requested_loan_amount,requested_tenure_months,aadhaar_number,date_of_birth,phone_number,email,address,verified_income,income_mismatch_flag,default_flag,written_off_flag,credit_enquiries_6m,interest_rate,proposed_emi,dti_ratio,data_consistency_flag,ocr_confidence_score,document_consistency_flag,decision,risk_category,decision_reason_codes,confidence_score,hil_required_flag,application_date
APP000137,XITEJ4461W,Tanvi Nair,NTPC,Public Sector,8,143266,21902,100111,High,41811,33592,3,12,1.14,0,633,5,10,9,3,2,516000,24,89319925502,1966-10-25,8527516480,tanvi.nair@hotmail.com,"Flat 224, B Wing, Royal Plaza, Adyar, Mumbai, Maharashtra - 540587",128447,TRUE,FALSE,TRUE,3,15.84,25225.53,0.522,TRUE,74.72,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH|HIGH_BOUNCE_RATE|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES|WRITTEN_OFF_ACCOUNT,86.41,TRUE,2026-02-02
APP000138,RRQSY9008C,Priya Pandey,Infosys,Startup,1,48423,15173,56880,Low,14777,111715,0,12,1.29,1,600,3,4,9,4,3,287000,48,798178904633,1977-03-17,8586137157,priya107@outlook.com,"Flat 901, D Wing, Sai Plaza, Salt Lake, Chennai, Tamil Nadu - 422329",45050,TRUE,TRUE,FALSE,1,17.62,8373.74,0.514,TRUE,72.89,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH|EXCESSIVE_INQUIRIES|PAST_DEFAULT,89.15,TRUE,2025-10-30
APP000139,QUVQG5920N,Rahul Shah,Indian Railways,Public Sector,4,256248,49096,179563,Medium,8726,698328,0,6,1.26,0,703,3,5,6,3,1,1608000,72,98196027523,1966-02-23,9243836404,rahul.shah@gmail.com,"Flat 471, B Wing, Krishna Paradise, Koramangala, Delhi, Delhi - 212279",216692,TRUE,FALSE,FALSE,3,12.99,32270.67,0.189,TRUE,98.3,TRUE,APPROVE,LOW,INCOME_MISMATCH,99.37,TRUE,2026-01-04
APP000140,POETY1005E,Deepika Nambiar,EY,Startup,20,225688,38708,245842,High,32507,203451,0,12,1.14,3,654,4,12,5,4,1,1246000,60,305231244731,1980-03-11,8884776863,deepika.nambiar@outlook.com,"Flat 813, B Wing, Lakshmi Complex, Salt Lake, Lucknow, Uttar Pradesh - 273700",212163,TRUE,FALSE,FALSE,3,12.23,27861.62,0.285,TRUE,79.36,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,91.17,TRUE,2026-02-16
APP000141,BRJUD3034Z,Ankit Thakur,Flipkart,Private Sector,1,162261,24490,124366,Low,26876,101566,4,3,1.21,0,652,0,7,1,4,1,593000,12,164938318491,1988-07-23,8166553307,ankit.thakur@hotmail.com,"Flat 176, D Wing, Sai Paradise, Viman Nagar, Ahmedabad, Gujarat - 719888",145506,TRUE,FALSE,FALSE,3,12.95,52951.23,0.549,TRUE,81.41,TRUE,REVIEW,MEDIUM,HIGH_DTI|INCOME_MISMATCH|HIGH_BOUNCE_RATE,90.96,TRUE,2026-03-25
APP000142,WZDJQ0001K,Tanvi Joshi,Freelance Consultant,Self-Employed,5,104872,17656,82193,High,29312,277664,0,3,0.99,1,559,5,9,6,2,1,251000,24,358004010414,1993-03-21,8996422971,tjoshi@rediffmail.com,"Flat 685, B Wing, Royal Residency, Gomti Nagar, Ahmedabad, Gujarat - 653218",95639,TRUE,FALSE,FALSE,1,17.26,12441.39,0.437,TRUE,79.09,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY,92.51,TRUE,2026-02-28
APP000143,RWCDX3462M,Rohan Singh,Infosys,Private Sector,13,315800,59336,241889,High,21481,379561,1,12,0.79,0,564,3,5,3,3,1,1021000,60,249127113072,1985-10-03,9107875418,rsingh@yahoo.com,"Flat 442, D Wing, Krishna Paradise, Viman Nagar, Jaipur, Rajasthan - 155740",304009,TRUE,FALSE,FALSE,1,16.8,25264.81,0.154,TRUE,76.38,TRUE,REVIEW,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH,90.51,TRUE,2026-01-31
APP000144,MEFQS2019T,Manish Mishra,State Government,Government,27,105089,32659,88425,High,13834,212705,0,12,0.63,3,708,0,15,3,6,1,741000,84,325122572076,1983-05-21,8902412095,mmishra@yahoo.com,"Flat 47, C Wing, Sai Complex, Andheri, Delhi, Delhi - 694823",103029,TRUE,FALSE,FALSE,2,13.09,13516.53,0.265,TRUE,91.12,TRUE,REVIEW,LOW,INCOME_MISMATCH,87.54,TRUE,2026-03-12
APP000145,WRDMG7937G,Mohit Shah,Independent Practice,Self-Employed,5,105116,16095,103809,High,1484,115584,1,3,0.84,0,734,0,7,3,4,0,454000,84,878245569644,1996-12-15,9309859167,mshah@gmail.com,"Flat 478, C Wing, Royal Plaza, Banjara Hills, Bangalore, Karnataka - 648601",90621,TRUE,FALSE,FALSE,1,12.96,8249.28,0.107,TRUE,68.33,FALSE,REJECT,MEDIUM,INCOME_MISMATCH|DOCUMENT_INCONSISTENCY,68.64,TRUE,2026-03-20
APP000146,HAYGR3398J,Suresh Mehta,Central Government,Government,27,73683,24416,95170,High,22551,172378,0,12,0.89,4,313,10,8,11,0,3,341000,12,659234268344,1991-07-22,9749782661,suresh552@outlook.com,"Flat 363, D Wing, Lakshmi Heights, Malviya Nagar, Ahmedabad, Gujarat - 540933",71668,TRUE,TRUE,TRUE,7,17.42,31168.83,0.75,FALSE,73.1,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES|PAST_DEFAULT|WRITTEN_OFF_ACCOUNT,71.35,TRUE,2025-11-05
APP000147,ORWDP5775R,Nisha Patel,HDFC Bank,Startup,14,66369,20821,59168,High,16832,54335,1,12,0.58,3,735,0,9,4,4,2,435000,48,244079311029,1988-05-26,9681331708,npatel@outlook.com,"Flat 189, C Wing, Royal Complex, Adyar, Ahmedabad, Gujarat - 982609",64003,FALSE,FALSE,FALSE,2,12.46,11553.71,0.444,TRUE,83.26,TRUE,APPROVE,LOW,MEETS_CRITERIA,90.31,FALSE,2026-04-21
APP000148,HQXQB9947I,Rahul Gupta,Reliance Industries,Private Sector,8,91042,26026,75307,High,10716,89382,2,12,1.12,0,344,10,2,6,2,5,385000,36,835868122595,1980-08-25,8524461767,rahul689@rediffmail.com,"Flat 715, D Wing, Shanti Tower, Viman Nagar, Bangalore, Karnataka - 712886",82774,FALSE,FALSE,FALSE,2,20.03,14313.87,0.302,FALSE,79.31,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|ADVERSE_CREDIT_HISTORY,74.13,TRUE,2025-11-09
APP000149,ZOFGL2218Z,Rohan Singh,HDFC Bank,MNC,4,169744,36696,180734,Medium,13577,571878,3,6,0.75,2,790,1,14,4,4,0,666000,12,130205698152,1966-04-30,8373397855,rsingh@gmail.com,"Flat 641, A Wing, Sai Heights, Koramangala, Pune, Maharashtra - 696800",151517,TRUE,FALSE,FALSE,2,10.14,58595.35,0.476,TRUE,74.62,FALSE,APPROVE,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE|DOCUMENT_INCONSISTENCY,72.28,TRUE,2026-03-10
APP000150,KFXBF8379B,Shreya Agarwal,Deloitte,Private Sector,13,34522,6130,33207,High,5572,114796,5,6,0.72,2,657,1,9,1,3,0,233000,84,905169918724,1998-07-20,9910783567,shreyaagarwal@yahoo.com,"Flat 623, A Wing, Royal Complex, Satellite, Jaipur, Rajasthan - 815068",31807,FALSE,FALSE,FALSE,0,12.88,4223.54,0.308,FALSE,95.32,TRUE,APPROVE,MEDIUM,HIGH_BOUNCE_RATE,75.64,TRUE,2026-03-01
APP000151,BLHIP8913V,Pooja Shetty,Cognizant,Private Sector,15,69912,22181,54737,High,7527,169537,0,3,0.45,3,698,3,9,1,3,1,319000,12,483753745843,1999-03-26,8345881056,poojashetty@hotmail.com,"Flat 237, A Wing, Krishna Tower, Gomti Nagar, Jaipur, Rajasthan - 321008",69616,TRUE,FALSE,FALSE,1,13.31,28538.63,0.518,TRUE,97.18,TRUE,REVIEW,MEDIUM,HIGH_DTI|INCOME_MISMATCH,98.17,TRUE,2025-12-04
APP000152,IVGTF0768Z,Sneha Kulkarni,Municipal Corporation,Government,29,98253,15077,74670,High,320,30738,0,12,1.16,1,724,0,10,5,2,1,595000,36,648769984267,1996-07-25,9220441384,sneha504@gmail.com,"Flat 276, A Wing, Shanti Plaza, Salt Lake, Kolkata, West Bengal - 920434",90243,TRUE,FALSE,FALSE,2,11.91,19736.95,0.222,TRUE,75.06,TRUE,APPROVE,LOW,INCOME_MISMATCH,90.51,TRUE,2026-01-15
APP000153,GRENL3529I,Aditya Sharma,Coal India,Public Sector,2,96345,24294,77848,Medium,25907,176755,1,6,1.25,3,554,3,10,4,2,2,531000,60,93511871813,1980-08-05,9359561642,asharma@outlook.com,"Flat 482, C Wing, Shanti Tower, Andheri, Kolkata, West Bengal - 268101",82941,FALSE,TRUE,FALSE,1,16.93,13176.74,0.471,TRUE,71.49,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|PAST_DEFAULT,85.72,TRUE,2026-01-11
APP000154,LGVHG2734X,Pooja Pillai,Independent Practice,Self-Employed,15,78182,13616,63581,High,8211,179839,3,12,0.49,0,553,3,8,5,4,1,416000,72,651588157937,1987-09-22,8639283692,pooja914@outlook.com,"Flat 84, B Wing, Royal Heights, Satellite, Delhi, Delhi - 629559",77940,TRUE,FALSE,FALSE,5,15.17,8834.78,0.219,FALSE,79.76,TRUE,REVIEW,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|HIGH_BOUNCE_RATE,73.59,TRUE,2026-03-04
APP000155,SBXYX6747W,Raj Mishra,Independent Practice,Self-Employed,7,110147,23447,108044,High,13014,77675,0,6,0.8,1,683,4,4,2,3,0,659000,84,812099576572,1991-07-09,8394134750,rmishra@rediffmail.com,"Flat 331, B Wing, Sai Heights, Viman Nagar, Chennai, Tamil Nadu - 894087",93669,TRUE,FALSE,FALSE,2,11.59,11489.15,0.262,TRUE,95.83,TRUE,APPROVE,MEDIUM,INCOME_MISMATCH,94.05,TRUE,2025-11-08
APP000156,MVJHY4414D,Pooja Chopra,BHEL,Public Sector,7,248196,68739,242298,High,8581,522810,1,3,0.4,0,728,1,14,2,5,2,1035000,60,412415131528,1975-08-31,8947815061,pooja.chopra@rediffmail.com,"Flat 141, B Wing, Krishna Paradise, Satellite, Hyderabad, Telangana - 330907",241822,FALSE,FALSE,FALSE,0,11.82,22928.97,0.13,TRUE,97.68,TRUE,APPROVE,LOW,MEETS_CRITERIA,98.02,FALSE,2026-02-26
APP000157,WRMQP5229Y,Nikhil Malhotra,Capgemini,MNC,8,151832,36368,139087,High,13319,530724,1,12,0.5,4,566,6,3,3,4,3,619000,84,361275156277,1974-11-25,8063044836,nikhil890@outlook.com,"Flat 401, D Wing, Krishna Complex, Malviya Nagar, Pune, Maharashtra - 545854",150459,FALSE,FALSE,FALSE,1,16.21,12368.77,0.171,TRUE,80.5,TRUE,APPROVE,MEDIUM,LOW_CREDIT_SCORE|ADVERSE_CREDIT_HISTORY,86.01,TRUE,2025-11-11
APP000158,NWFUX3279B,Priya Chauhan,Central Government,Government,12,121205,41677,121840,High,27389,193822,0,3,1.27,2,739,4,10,2,2,2,916000,84,867024403304,1970-03-20,9666241118,priyachauhan@gmail.com,"Flat 754, C Wing, Krishna Paradise, Satellite, Delhi, Delhi - 303722",118836,FALSE,FALSE,FALSE,3,12.91,16619.05,0.37,TRUE,98.28,TRUE,APPROVE,MEDIUM,MEETS_CRITERIA,93.43,TRUE,2026-02-14
APP000159,JOQIV9018P,Swati Joshi,Self Employed,Self-Employed,7,67541,20237,56683,High,4349,121870,4,3,1.2,3,717,3,3,6,5,0,302000,36,697893074645,1998-02-21,9505996043,swatijoshi@hotmail.com,"Flat 473, A Wing, Shanti Plaza, Malviya Nagar, Kolkata, West Bengal - 639421",65420,TRUE,FALSE,FALSE,3,13.52,10251.38,0.223,TRUE,72.24,FALSE,APPROVE,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE|DOCUMENT_INCONSISTENCY,70.85,TRUE,2026-02-14
APP000160,HRUYJ6423X,Raj Gupta,Deloitte,MNC,9,228573,37828,197092,High,12312,601081,0,6,0.91,1,625,5,5,7,4,2,1602000,12,56227104331,1969-09-11,8275109792,raj751@rediffmail.com,"Flat 951, D Wing, Royal Apartments, Salt Lake, Mumbai, Maharashtra - 397993",201942,FALSE,FALSE,FALSE,5,17.72,146657.96,0.787,TRUE,83.79,TRUE,APPROVE,MEDIUM,LOW_CREDIT_SCORE|HIGH_DTI|ADVERSE_CREDIT_HISTORY,85.14,TRUE,2026-01-15
APP000161,ZDULM3723Y,Mohit Pillai,Google India,Startup,17,75516,12749,101088,High,10491,82783,3,12,0.65,2,600,2,2,7,1,3,568000,72,485819324268,1972-11-10,8574186520,mohitpillai@hotmail.com,"Flat 574, B Wing, Shanti Apartments, Satellite, Lucknow, Uttar Pradesh - 492384",71102,TRUE,TRUE,FALSE,3,15.82,12264.74,0.32,TRUE,88.78,TRUE,REVIEW,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|HIGH_BOUNCE_RATE|PAST_DEFAULT,91.89,TRUE,2025-12-18
APP000162,JPSSE8081O,Sneha Iyer,Microsoft India,Private Sector,15,139925,47022,114471,High,4851,507367,0,3,0.57,0,551,3,5,8,1,3,1053000,84,439055295806,1996-07-30,8601382412,siyer@yahoo.com,"Flat 651, C Wing, Royal Plaza, Andheri, Bangalore, Karnataka - 426280",137556,TRUE,FALSE,FALSE,4,14.76,20177.95,0.182,TRUE,71.55,TRUE,APPROVE,MEDIUM,LOW_CREDIT_SCORE|INCOME_MISMATCH,87.85,TRUE,2026-01-26
APP000163,DIFEW1262P,Varun Rao,Google India,MNC,19,192647,41318,149066,High,6830,255245,3,3,0.78,2,662,1,11,3,5,1,348000,84,872096289365,1979-11-12,9035884183,varun.rao@outlook.com,"Flat 675, B Wing, Lakshmi Plaza, Banjara Hills, Jaipur, Rajasthan - 598294",163225,FALSE,FALSE,FALSE,1,13.16,6361.11,0.081,TRUE,91.2,TRUE,APPROVE,MEDIUM,HIGH_BOUNCE_RATE,91.96,TRUE,2026-03-28
APP000164,SPMKB9299D,Ravi Malhotra,Independent Practice,Self-Employed,3,273896,41355,229493,Medium,15112,137448,1,6,1.03,3,609,3,4,9,3,1,877000,72,690282498392,1985-07-16,9550142576,ravimalhotra@hotmail.com,"Flat 315, B Wing, Lakshmi Residency, Banjara Hills, Chennai, Tamil Nadu - 347657",237114,FALSE,FALSE,FALSE,2,16.92,19470.73,0.146,TRUE,72.08,TRUE,APPROVE,LOW,LOW_CREDIT_SCORE|EXCESSIVE_INQUIRIES,86.05,FALSE,2025-11-21
APP000165,PFPTJ3867C,Karan Patel,Defence Services,Government,24,135253,38417,169194,High,20212,48699,0,12,0.97,4,607,6,3,10,3,2,621000,48,34615626244,1972-02-04,8770462268,karan.patel@gmail.com,"Flat 823, C Wing, Sai Complex, Andheri, Pune, Maharashtra - 268699",119612,TRUE,FALSE,TRUE,3,17.48,18073.57,0.32,TRUE,97.5,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES|WRITTEN_OFF_ACCOUNT,96.27,TRUE,2026-03-25
APP000166,NPWLM0840T,Meera Desai,Infosys,Startup,3,128939,44531,135613,Medium,31958,444902,0,12,0.47,2,652,1,4,3,5,2,680000,36,408424560754,1975-11-19,9991508632,mdesai@yahoo.com,"Flat 915, B Wing, Royal Tower, Viman Nagar, Pune, Maharashtra - 580281",125263,FALSE,FALSE,FALSE,0,13.15,22961.05,0.438,TRUE,90.13,TRUE,REVIEW,MEDIUM,MEETS_CRITERIA,87.51,TRUE,2026-03-23
APP000167,FYHRE5031J,Ritika Sharma,Freelance Consultant,Self-Employed,4,240543,48382,189523,Medium,2736,729030,4,12,0.84,2,885,1,19,2,6,1,462000,60,62447951330,1977-01-23,8931949796,ritika.sharma@rediffmail.com,"Flat 349, D Wing, Sai Tower, Viman Nagar, Kolkata, West Bengal - 962589",212007,TRUE,FALSE,FALSE,1,10.25,9873.06,0.059,TRUE,82.05,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE,91.81,TRUE,2026-02-24
APP000168,HTZJN3913G,Pooja Rao,Deloitte,Private Sector,19,227933,42800,221207,High,2443,221260,1,12,1.3,4,602,2,3,6,4,2,1180000,84,268653694551,1985-02-05,8988863677,pooja260@yahoo.com,"Flat 546, D Wing, Sai Complex, Viman Nagar, Mumbai, Maharashtra - 899996",210337,FALSE,TRUE,FALSE,2,16.62,23855.82,0.125,FALSE,94.66,TRUE,REVIEW,MEDIUM,LOW_CREDIT_SCORE|PAST_DEFAULT,74.71,TRUE,2026-04-21
APP000169,WEYXI2824H,Suresh Chopra,Freelance Consultant,Self-Employed,7,114144,23114,143209,High,36609,339771,0,3,0.73,2,812,1,7,2,5,0,527000,72,781952371006,1988-02-06,8376164819,suresh549@hotmail.com,"Flat 849, D Wing, Royal Complex, Andheri, Pune, Maharashtra - 481025",110906,TRUE,FALSE,FALSE,0,9.97,9755.15,0.418,TRUE,78.56,TRUE,REVIEW,MEDIUM,INCOME_MISMATCH,87.7,TRUE,2026-04-08
APP000170,SOPTD2233J,Simran Pillai,Independent Practice,Self-Employed,14,118094,26686,108843,High,28802,48028,0,3,0.6,2,643,2,9,6,4,3,223000,72,477422294643,1992-07-19,9839429045,simranpillai@rediffmail.com,"Flat 660, C Wing, Lakshmi Apartments, Gomti Nagar, Kolkata, West Bengal - 429564",107671,FALSE,FALSE,FALSE,3,17.38,5008.29,0.314,TRUE,76.62,TRUE,APPROVE,LOW,LOW_CREDIT_SCORE,84.85,FALSE,2026-03-02
APP000171,KCIBO5789B,Kunal Rao,KPMG,Private Sector,3,158572,30604,174789,Medium,27880,338101,1,3,1.05,3,574,6,8,10,3,3,438000,60,342337209484,1970-01-05,9731284033,krao@hotmail.com,"Flat 550, A Wing, Sai Complex, Andheri, Delhi, Delhi - 434348",143054,TRUE,FALSE,FALSE,1,15.93,10635.03,0.269,TRUE,77.66,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES,88.22,TRUE,2026-02-28
APP000172,RNQCT1085P,Sanjay Gupta,Own Business,Self-Employed,4,48626,10247,42226,Medium,2408,60951,0,12,0.68,2,700,3,8,4,5,0,118000,48,417582313348,1998-09-25,9058714939,sanjaygupta@outlook.com,"Flat 625, D Wing, Royal Plaza, Banjara Hills, Bangalore, Karnataka - 441502",41516,FALSE,FALSE,FALSE,0,13.68,3205.61,0.135,TRUE,76.05,TRUE,APPROVE,LOW,MEETS_CRITERIA,89.41,FALSE,2026-02-12
APP000173,JIUIO1258D,Vikram Joshi,Cognizant,Startup,11,133915,34997,115069,High,38670,333607,0,3,1.18,2,392,11,4,7,3,3,718000,72,797067349960,1992-11-20,9605485741,vjoshi@outlook.com,"Flat 895, B Wing, Royal Apartments, Salt Lake, Bangalore, Karnataka - 701976",118285,FALSE,FALSE,FALSE,4,18.3,16498,0.466,FALSE,74.07,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|ADVERSE_CREDIT_HISTORY,72.02,TRUE,2025-11-20
APP000174,UUVBZ3599Z,Ankit Kulkarni,Municipal Corporation,Government,3,256505,50030,213496,Medium,43662,302469,0,12,1.09,4,735,1,15,3,3,2,984000,12,495119181828,1968-09-02,9797931647,ankitkulkarni@yahoo.com,"Flat 348, D Wing, Shanti Heights, Gomti Nagar, Lucknow, Uttar Pradesh - 919057",255541,TRUE,FALSE,FALSE,1,11.09,87008.87,0.511,FALSE,92.6,TRUE,REJECT,MEDIUM,HIGH_DTI|INCOME_MISMATCH,77.15,TRUE,2026-02-08
APP000175,IIFFH4292L,Priya Patel,Central Government,Government,17,44336,10200,54232,High,13102,59122,3,3,0.79,2,739,0,3,6,5,2,139000,72,607360776336,1975-03-08,8111289812,priya600@rediffmail.com,"Flat 196, C Wing, Lakshmi Apartments, Koramangala, Pune, Maharashtra - 938642",38198,TRUE,TRUE,FALSE,3,14.14,2874.63,0.418,FALSE,75.14,TRUE,REJECT,HIGH,INCOME_MISMATCH|HIGH_BOUNCE_RATE|PAST_DEFAULT,67.61,TRUE,2026-01-02
APP000176,DMBPF7268N,Neha Gupta,Capgemini,Private Sector,15,213434,37752,158809,High,46511,504999,0,6,1.21,2,888,1,11,3,8,0,531000,60,251207346549,1970-02-23,8900507026,nehagupta@rediffmail.com,"Flat 103, A Wing, Lakshmi Residency, Viman Nagar, Bangalore, Karnataka - 333518",192744,TRUE,FALSE,FALSE,1,8.89,10994.36,0.298,TRUE,52.37,FALSE,REJECT,MEDIUM,INCOME_MISMATCH|DOCUMENT_INCONSISTENCY,63.44,TRUE,2025-11-14
APP000177,CFERI9655I,Raj Iyer,Microsoft India,MNC,16,192453,61824,193891,High,57645,226359,2,6,0.98,4,808,1,14,0,8,0,521000,36,290603202032,1975-10-31,8750977539,raj319@hotmail.com,"Flat 451, C Wing, Krishna Residency, Salt Lake, Jaipur, Rajasthan - 787301",188809,FALSE,FALSE,FALSE,2,9.42,16669.69,0.394,FALSE,72.41,TRUE,REVIEW,MEDIUM,MEETS_CRITERIA,73.15,TRUE,2025-12-15
APP000178,KYZFV2073T,Kavita Rao,Own Business,Self-Employed,4,308351,49905,242272,Medium,42468,193107,2,3,0.75,1,600,6,5,6,1,1,1903000,12,85838252129,1969-08-16,9228963406,krao@hotmail.com,"Flat 140, A Wing, Krishna Plaza, Salt Lake, Kolkata, West Bengal - 100371",258715,FALSE,TRUE,FALSE,3,16.9,173472.35,0.835,TRUE,75.97,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|ADVERSE_CREDIT_HISTORY|PAST_DEFAULT,84.1,TRUE,2026-03-20
APP000179,IQNNU5248R,Poornima Chopra,HDFC Bank,Private Sector,16,78855,18669,71816,High,8027,301274,2,6,0.9,4,716,3,15,5,6,0,196000,12,540641769274,1994-03-30,9281199537,poornima158@gmail.com,"Flat 656, C Wing, Krishna Paradise, Viman Nagar, Chennai, Tamil Nadu - 540031",75512,FALSE,FALSE,FALSE,0,11.41,17360.31,0.336,TRUE,89.51,TRUE,APPROVE,LOW,MEETS_CRITERIA,95.57,FALSE,2025-11-19
APP000180,KTJUW5598U,Tanvi Shetty,HCL Technologies,MNC,8,55875,16449,45744,High,14008,76075,0,3,1.08,1,740,3,15,3,4,1,165000,12,920514607455,2002-01-13,8834705742,tshetty@outlook.com,"Flat 800, D Wing, Shanti Complex, Banjara Hills, Kolkata, West Bengal - 985753",54765,TRUE,FALSE,FALSE,3,11.39,14613.01,0.523,FALSE,90.31,TRUE,REVIEW,MEDIUM,HIGH_DTI|INCOME_MISMATCH,76.58,TRUE,2026-01-22
APP000181,NKSFC5842W,Divya Kapoor,State Government,Government,16,133262,36707,98773,High,42437,468096,1,12,1.12,2,583,5,10,8,3,2,335000,84,261499153703,1980-10-17,8224073333,divyakapoor@yahoo.com,"Flat 879, D Wing, Lakshmi Paradise, Malviya Nagar, Mumbai, Maharashtra - 978635",119391,TRUE,FALSE,TRUE,2,17.31,6906.14,0.413,TRUE,86.79,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY|WRITTEN_OFF_ACCOUNT,86.96,TRUE,2026-03-20
APP000182,ZSNCV2379H,Ishita Desai,Defence Services,Government,7,275562,88882,191456,High,95775,98964,2,12,0.51,0,617,5,4,5,2,3,1868000,72,797796120878,1967-04-15,9957215149,idesai@hotmail.com,"Flat 406, C Wing, Krishna Apartments, Malviya Nagar, Bangalore, Karnataka - 424876",246616,TRUE,FALSE,FALSE,2,14.48,38973.28,0.546,FALSE,86.65,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY,78.48,TRUE,2025-12-27
APP000183,KSDIC3784F,Aditya Saxena,NTPC,Public Sector,5,181001,47929,129545,High,57628,466132,3,3,0.86,3,759,2,16,2,3,0,986000,60,515718409080,1991-01-10,8812080056,aditya919@rediffmail.com,"Flat 979, D Wing, Sai Apartments, Adyar, Delhi, Delhi - 767400",161616,TRUE,FALSE,FALSE,1,10.06,20978.71,0.486,TRUE,74.93,FALSE,REJECT,MEDIUM,INCOME_MISMATCH|HIGH_BOUNCE_RATE|DOCUMENT_INCONSISTENCY,74.38,TRUE,2026-03-15
APP000184,YOKLD5332P,Rohan Kulkarni,Capgemini,MNC,10,283770,44928,229320,High,97210,350905,1,12,0.89,2,618,2,7,7,2,1,1785000,84,507918158998,1978-04-18,8368345273,rohan.kulkarni@outlook.com,"Flat 25, D Wing, Royal Heights, Koramangala, Ahmedabad, Gujarat - 437133",256687,TRUE,TRUE,FALSE,4,15.74,35189.97,0.516,FALSE,84.75,TRUE,REVIEW,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH|PAST_DEFAULT,75.75,TRUE,2026-02-05
APP000185,FLEFI7456B,Mohit Reddy,Freelance Consultant,Self-Employed,3,143316,24776,126895,Medium,8984,453155,0,12,0.69,2,483,10,5,13,2,4,980000,24,35263560229,1995-12-08,9294694346,mohit943@hotmail.com,"Flat 837, A Wing, Lakshmi Complex, Malviya Nagar, Hyderabad, Telangana - 365736",141323,TRUE,FALSE,FALSE,4,21.75,50719.68,0.422,TRUE,73.69,TRUE,REJECT,HIGH,LOW_CREDIT_SCORE|INCOME_MISMATCH|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES,91.19,TRUE,2025-11-08
APP000186,CFVET8264E,Kunal Pandey,HCL Technologies,MNC,6,37613,6480,34395,High,921,76696,0,12,0.55,2,668,0,3,2,5,2,243000,84,833509025425,2000-05-29,8530662481,kpandey@outlook.com,"Flat 893, B Wing, Royal Heights, Koramangala, Mumbai, Maharashtra - 984393",35367,FALSE,FALSE,FALSE,0,12.98,4418.01,0.151,TRUE,63.64,FALSE,REVIEW,MEDIUM,DOCUMENT_INCONSISTENCY,64.23,TRUE,2026-03-13
APP000187,MOKRK9242U,Ishita Agarwal,ICICI Bank,Startup,17,64872,17105,66989,High,21531,168714,2,6,1.21,4,502,10,7,15,1,4,336000,36,853242642506,1993-09-15,9020768362,iagarwal@hotmail.com,"Flat 455, C Wing, Krishna Heights, Malviya Nagar, Ahmedabad, Gujarat - 481221",56780,TRUE,FALSE,FALSE,4,21.52,12748.71,0.604,FALSE,54.99,FALSE,REJECT,HIGH,LOW_CREDIT_SCORE|HIGH_DTI|INCOME_MISMATCH|DOCUMENT_INCONSISTENCY|ADVERSE_CREDIT_HISTORY|EXCESSIVE_INQUIRIES,48.24,TRUE,2026-04-17
